YEAR,GEO,DGUID,Seasonal adjustment,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Compensation of employees,Dollars,81,millions,6,v62305952,1.1.1,20520,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Paid to residents by resident entities,Dollars,81,millions,6,v62305953,1.1.2,20488,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Paid to residents by non-resident entities,Dollars,81,millions,6,v62305954,1.1.3,32,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: net mixed income,Dollars,81,millions,6,v62305955,1.1.4,4872,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Non-farm,Dollars,81,millions,6,v62305956,1.1.5,2368,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Farm,Dollars,81,millions,6,v62305957,1.1.6,904,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Rental income of households,Dollars,81,millions,6,v62305958,1.1.7,1600,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: net property income,Dollars,81,millions,6,v62305959,1.1.8,1388,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Property income received,Dollars,81,millions,6,v62305960,1.1.9,2348,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Less: property income paid,Dollars,81,millions,6,v62305961,1.1.10,960,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Equals: primary household income,Dollars,81,millions,6,v62305962,1.1.11,26780,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Primary household income,Dollars,81,millions,6,v62305963,1.1.12,26780,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: current transfers received,Dollars,81,millions,6,v62305964,1.1.13,3108,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From non-profit institutions serving households,Dollars,81,millions,6,v62305965,1.1.14,244,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From corporations,Dollars,81,millions,6,v62305966,1.1.15,460,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From general governments,Dollars,81,millions,6,v62305967,1.1.16,2336,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Employment insurance benefits,Dollars,81,millions,6,v62305968,1.1.17,528,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Social security benefits,Dollars,81,millions,6,v62305969,1.1.18,92,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Other benefits,Dollars,81,millions,6,v62305970,1.1.19,1716,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From non-residents,Dollars,81,millions,6,v62305971,1.1.20,68,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Less: current transfers paid,Dollars,81,millions,6,v62305972,1.1.21,5016,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,To non-profit institutions serving households,Dollars,81,millions,6,v62305973,1.1.22,940,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,To corporations,Dollars,81,millions,6,v62305974,1.1.23,1108,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,To general governments,Dollars,81,millions,6,v62305975,1.1.24,2880,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Personal income tax,Dollars,81,millions,6,v62305976,1.1.25,2188,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Other current transfers,Dollars,81,millions,6,v62305977,1.1.26,692,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Of which: contributions to social insurance plans,Dollars,81,millions,6,v62305978,1.1.27,440,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,To non-residents,Dollars,81,millions,6,v62305979,1.1.28,88,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Equals: household disposable income,Dollars,81,millions,6,v62305980,1.1.29,24872,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Household disposable income,Dollars,81,millions,6,v62305981,1.1.30,24872,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Less: household final consumption expenditure,Dollars,81,millions,6,v62305982,1.1.31,25196,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: change in pension entitlements,Dollars,81,millions,6,v105775422,1.1.48,648,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Equals: household net saving,Dollars,81,millions,6,v62305983,1.1.32,324,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Household saving rate,Percent,239,units,0,v62305984,1.1.33,1.3,,,,1
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Household net saving,Dollars,81,millions,6,v62305985,1.1.34,324,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: consumption of fixed capital at replacement cost,Dollars,81,millions,6,v62305986,1.1.35,1540,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: net capital transfers received,Dollars,81,millions,6,v62305987,1.1.36,8,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From non-profit institutions serving households,Dollars,81,millions,6,v62305988,1.1.37,0,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From corporations,Dollars,81,millions,6,v62305989,1.1.38,0,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From general governments,Dollars,81,millions,6,v62305990,1.1.39,8,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From non-residents,Dollars,81,millions,6,v62305991,1.1.40,0,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Equals: gross saving and capital transfers,Dollars,81,millions,6,v62305992,1.1.41,1872,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Less: non-financial capital acquisitions,Dollars,81,millions,6,v62305993,1.1.42,2540,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Fixed capital,Dollars,81,millions,6,v62305994,1.1.43,2904,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,New assets,Dollars,81,millions,6,v62305995,1.1.44,2540,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Existing assets,Dollars,81,millions,6,v62305996,1.1.45,364,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Inventories,Dollars,81,millions,6,v62305997,1.1.46,-364,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Equals: net lending or net borrowing,Dollars,81,millions,6,v62305998,1.1.47,-668,,,,0
1961,Canada,2016A000011124,Unadjusted,Compensation of employees,Dollars,81,millions,6,v62305999,1.2.1,4935,,,,0
1961,Canada,2016A000011124,Unadjusted,Paid to residents by resident entities,Dollars,81,millions,6,v62306000,1.2.2,4927,,,,0
1961,Canada,2016A000011124,Unadjusted,Paid to residents by non-resident entities,Dollars,81,millions,6,v62306001,1.2.3,8,,,,0
1961,Canada,2016A000011124,Unadjusted,Plus: net mixed income,Dollars,81,millions,6,v62306002,1.2.4,923,,,,0
1961,Canada,2016A000011124,Unadjusted,Non-farm,Dollars,81,millions,6,v62306003,1.2.5,551,,,,0
1961,Canada,2016A000011124,Unadjusted,Farm,Dollars,81,millions,6,v62306004,1.2.6,18,,,,0
1961,Canada,2016A000011124,Unadjusted,Rental income of households,Dollars,81,millions,6,v62306005,1.2.7,354,,,,0
1961,Canada,2016A000011124,Unadjusted,Plus: net property income,Dollars,81,millions,6,v62306006,1.2.8,325,,,,0
1961,Canada,2016A000011124,Unadjusted,Property income received,Dollars,81,millions,6,v62306007,1.2.9,573,,,,0
1961,Canada,2016A000011124,Unadjusted,Less: property income paid,Dollars,81,millions,6,v62306008,1.2.10,248,,,,0
1961,Canada,2016A000011124,Unadjusted,Equals: primary household income,Dollars,81,millions,6,v62306009,1.2.11,6183,,,,0
1961,Canada,2016A000011124,Unadjusted,Primary household income,Dollars,81,millions,6,v62306010,1.2.12,6183,,,,0
1961,Canada,2016A000011124,Unadjusted,Plus: current transfers received,Dollars,81,millions,6,v62306011,1.2.13,871,,,,0
1961,Canada,2016A000011124,Unadjusted,From non-profit institutions serving households,Dollars,81,millions,6,v62306012,1.2.14,61,,,,0
1961,Canada,2016A000011124,Unadjusted,From corporations,Dollars,81,millions,6,v62306013,1.2.15,117,,,,0
1961,Canada,2016A000011124,Unadjusted,From general governments,Dollars,81,millions,6,v62306014,1.2.16,676,,,,0
1961,Canada,2016A000011124,Unadjusted,Employment insurance benefits,Dollars,81,millions,6,v62306015,1.2.17,224,,,,0
1961,Canada,2016A000011124,Unadjusted,Social security benefits,Dollars,81,millions,6,v62306016,1.2.18,23,,,,0
1961,Canada,2016A000011124,Unadjusted,Other benefits,Dollars,81,millions,6,v62306017,1.2.19,429,,,,0
1961,Canada,2016A000011124,Unadjusted,From non-residents,Dollars,81,millions,6,v62306018,1.2.20,17,,,,0
1961,Canada,2016A000011124,Unadjusted,Less: current transfers paid,Dollars,81,millions,6,v62306019,1.2.21,1219,,,,0
1961,Canada,2016A000011124,Unadjusted,To non-profit institutions serving households,Dollars,81,millions,6,v62306020,1.2.22,235,,,,0
1961,Canada,2016A000011124,Unadjusted,To corporations,Dollars,81,millions,6,v62306021,1.2.23,277,,,,0
1961,Canada,2016A000011124,Unadjusted,To general governments,Dollars,81,millions,6,v62306022,1.2.24,685,,,,0
1961,Canada,2016A000011124,Unadjusted,Personal income tax,Dollars,81,millions,6,v62306023,1.2.25,516,,,,0
1961,Canada,2016A000011124,Unadjusted,Other current transfers,Dollars,81,millions,6,v62306024,1.2.26,169,,,,0
1961,Canada,2016A000011124,Unadjusted,Of which: contributions to social insurance plans,Dollars,81,millions,6,v62306025,1.2.27,108,,,,0
1961,Canada,2016A000011124,Unadjusted,To non-residents,Dollars,81,millions,6,v62306026,1.2.28,22,,,,0
1961,Canada,2016A000011124,Unadjusted,Equals: household disposable income,Dollars,81,millions,6,v62306027,1.2.29,5835,,,,0
1961,Canada,2016A000011124,Unadjusted,Household disposable income,Dollars,81,millions,6,v62306028,1.2.30,5835,,,,0
1961,Canada,2016A000011124,Unadjusted,Less: household final consumption expenditure,Dollars,81,millions,6,v62306029,1.2.31,5920,,,,0
1961,Canada,2016A000011124,Unadjusted,Plus: change in pension entitlements,Dollars,81,millions,6,v105775423,1.2.48,160,,,,0
1961,Canada,2016A000011124,Unadjusted,Equals: household net saving,Dollars,81,millions,6,v62306030,1.2.32,75,,,,0
1961,Canada,2016A000011124,Unadjusted,Household saving rate,Percent,239,units,0,v62306031,1.2.33,1.3,,,,1
1961,Canada,2016A000011124,Unadjusted,Household net saving,Dollars,81,millions,6,v62306032,1.2.34,75,,,,0
1961,Canada,2016A000011124,Unadjusted,Plus: consumption of fixed capital at replacement cost,Dollars,81,millions,6,v62306033,1.2.35,380,,,,0
1961,Canada,2016A000011124,Unadjusted,Plus: net capital transfers received,Dollars,81,millions,6,v62306034,1.2.36,2,,,,0
1961,Canada,2016A000011124,Unadjusted,From non-profit institutions serving households,Dollars,81,millions,6,v62306035,1.2.37,0,,,,0
1961,Canada,2016A000011124,Unadjusted,From corporations,Dollars,81,millions,6,v62306036,1.2.38,0,,,,0
1961,Canada,2016A000011124,Unadjusted,From general governments,Dollars,81,millions,6,v62306037,1.2.39,2,,,,0
1961,Canada,2016A000011124,Unadjusted,From non-residents,Dollars,81,millions,6,v62306038,1.2.40,0,,,,0
1961,Canada,2016A000011124,Unadjusted,Equals: gross saving and capital transfers,Dollars,81,millions,6,v62306039,1.2.41,457,,,,0
1961,Canada,2016A000011124,Unadjusted,Less: non-financial capital acquisitions,Dollars,81,millions,6,v62306040,1.2.42,264,,,,0
1961,Canada,2016A000011124,Unadjusted,Fixed capital,Dollars,81,millions,6,v62306041,1.2.43,578,,,,0
1961,Canada,2016A000011124,Unadjusted,New assets,Dollars,81,millions,6,v62306042,1.2.44,508,,,,0
1961,Canada,2016A000011124,Unadjusted,Existing assets,Dollars,81,millions,6,v62306043,1.2.45,70,,,,0
1961,Canada,2016A000011124,Unadjusted,Inventories,Dollars,81,millions,6,v62306044,1.2.46,-314,,,,0
1961,Canada,2016A000011124,Unadjusted,Equals: net lending or net borrowing,Dollars,81,millions,6,v62306045,1.2.47,193,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Compensation of employees,Dollars,81,millions,6,v62305952,1.1.1,20924,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Paid to residents by resident entities,Dollars,81,millions,6,v62305953,1.1.2,20892,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Paid to residents by non-resident entities,Dollars,81,millions,6,v62305954,1.1.3,32,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: net mixed income,Dollars,81,millions,6,v62305955,1.1.4,4920,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Non-farm,Dollars,81,millions,6,v62305956,1.1.5,2444,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Farm,Dollars,81,millions,6,v62305957,1.1.6,872,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Rental income of households,Dollars,81,millions,6,v62305958,1.1.7,1604,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: net property income,Dollars,81,millions,6,v62305959,1.1.8,1360,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Property income received,Dollars,81,millions,6,v62305960,1.1.9,2432,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Less: property income paid,Dollars,81,millions,6,v62305961,1.1.10,1072,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Equals: primary household income,Dollars,81,millions,6,v62305962,1.1.11,27204,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Primary household income,Dollars,81,millions,6,v62305963,1.1.12,27204,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: current transfers received,Dollars,81,millions,6,v62305964,1.1.13,3008,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From non-profit institutions serving households,Dollars,81,millions,6,v62305965,1.1.14,240,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From corporations,Dollars,81,millions,6,v62305966,1.1.15,460,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From general governments,Dollars,81,millions,6,v62305967,1.1.16,2244,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Employment insurance benefits,Dollars,81,millions,6,v62305968,1.1.17,532,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Social security benefits,Dollars,81,millions,6,v62305969,1.1.18,96,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Other benefits,Dollars,81,millions,6,v62305970,1.1.19,1616,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From non-residents,Dollars,81,millions,6,v62305971,1.1.20,64,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Less: current transfers paid,Dollars,81,millions,6,v62305972,1.1.21,5076,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,To non-profit institutions serving households,Dollars,81,millions,6,v62305973,1.1.22,916,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,To corporations,Dollars,81,millions,6,v62305974,1.1.23,1096,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,To general governments,Dollars,81,millions,6,v62305975,1.1.24,2972,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Personal income tax,Dollars,81,millions,6,v62305976,1.1.25,2264,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Other current transfers,Dollars,81,millions,6,v62305977,1.1.26,708,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Of which: contributions to social insurance plans,Dollars,81,millions,6,v62305978,1.1.27,448,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,To non-residents,Dollars,81,millions,6,v62305979,1.1.28,92,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Equals: household disposable income,Dollars,81,millions,6,v62305980,1.1.29,25136,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Household disposable income,Dollars,81,millions,6,v62305981,1.1.30,25136,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Less: household final consumption expenditure,Dollars,81,millions,6,v62305982,1.1.31,25684,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: change in pension entitlements,Dollars,81,millions,6,v105775422,1.1.48,636,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Equals: household net saving,Dollars,81,millions,6,v62305983,1.1.32,88,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Household saving rate,Percent,239,units,0,v62305984,1.1.33,0.4,,,,1
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Household net saving,Dollars,81,millions,6,v62305985,1.1.34,88,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: consumption of fixed capital at replacement cost,Dollars,81,millions,6,v62305986,1.1.35,1508,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: net capital transfers received,Dollars,81,millions,6,v62305987,1.1.36,4,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From non-profit institutions serving households,Dollars,81,millions,6,v62305988,1.1.37,0,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From corporations,Dollars,81,millions,6,v62305989,1.1.38,0,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From general governments,Dollars,81,millions,6,v62305990,1.1.39,4,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From non-residents,Dollars,81,millions,6,v62305991,1.1.40,0,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Equals: gross saving and capital transfers,Dollars,81,millions,6,v62305992,1.1.41,1600,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Less: non-financial capital acquisitions,Dollars,81,millions,6,v62305993,1.1.42,2656,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Fixed capital,Dollars,81,millions,6,v62305994,1.1.43,3028,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,New assets,Dollars,81,millions,6,v62305995,1.1.44,2636,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Existing assets,Dollars,81,millions,6,v62305996,1.1.45,392,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Inventories,Dollars,81,millions,6,v62305997,1.1.46,-372,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Equals: net lending or net borrowing,Dollars,81,millions,6,v62305998,1.1.47,-1056,,,,0
1961,Canada,2016A000011124,Unadjusted,Compensation of employees,Dollars,81,millions,6,v62305999,1.2.1,5245,,,,0
1961,Canada,2016A000011124,Unadjusted,Paid to residents by resident entities,Dollars,81,millions,6,v62306000,1.2.2,5237,,,,0
1961,Canada,2016A000011124,Unadjusted,Paid to residents by non-resident entities,Dollars,81,millions,6,v62306001,1.2.3,8,,,,0
1961,Canada,2016A000011124,Unadjusted,Plus: net mixed income,Dollars,81,millions,6,v62306002,1.2.4,1072,,,,0
1961,Canada,2016A000011124,Unadjusted,Non-farm,Dollars,81,millions,6,v62306003,1.2.5,614,,,,0
1961,Canada,2016A000011124,Unadjusted,Farm,Dollars,81,millions,6,v62306004,1.2.6,45,,,,0
1961,Canada,2016A000011124,Unadjusted,Rental income of households,Dollars,81,millions,6,v62306005,1.2.7,413,,,,0
1961,Canada,2016A000011124,Unadjusted,Plus: net property income,Dollars,81,millions,6,v62306006,1.2.8,349,,,,0
1961,Canada,2016A000011124,Unadjusted,Property income received,Dollars,81,millions,6,v62306007,1.2.9,611,,,,0
1961,Canada,2016A000011124,Unadjusted,Less: property income paid,Dollars,81,millions,6,v62306008,1.2.10,262,,,,0
1961,Canada,2016A000011124,Unadjusted,Equals: primary household income,Dollars,81,millions,6,v62306009,1.2.11,6666,,,,0
1961,Canada,2016A000011124,Unadjusted,Primary household income,Dollars,81,millions,6,v62306010,1.2.12,6666,,,,0
1961,Canada,2016A000011124,Unadjusted,Plus: current transfers received,Dollars,81,millions,6,v62306011,1.2.13,771,,,,0
1961,Canada,2016A000011124,Unadjusted,From non-profit institutions serving households,Dollars,81,millions,6,v62306012,1.2.14,60,,,,0
1961,Canada,2016A000011124,Unadjusted,From corporations,Dollars,81,millions,6,v62306013,1.2.15,115,,,,0
1961,Canada,2016A000011124,Unadjusted,From general governments,Dollars,81,millions,6,v62306014,1.2.16,580,,,,0
1961,Canada,2016A000011124,Unadjusted,Employment insurance benefits,Dollars,81,millions,6,v62306015,1.2.17,149,,,,0
1961,Canada,2016A000011124,Unadjusted,Social security benefits,Dollars,81,millions,6,v62306016,1.2.18,24,,,,0
1961,Canada,2016A000011124,Unadjusted,Other benefits,Dollars,81,millions,6,v62306017,1.2.19,407,,,,0
1961,Canada,2016A000011124,Unadjusted,From non-residents,Dollars,81,millions,6,v62306018,1.2.20,16,,,,0
1961,Canada,2016A000011124,Unadjusted,Less: current transfers paid,Dollars,81,millions,6,v62306019,1.2.21,1293,,,,0
1961,Canada,2016A000011124,Unadjusted,To non-profit institutions serving households,Dollars,81,millions,6,v62306020,1.2.22,229,,,,0
1961,Canada,2016A000011124,Unadjusted,To corporations,Dollars,81,millions,6,v62306021,1.2.23,274,,,,0
1961,Canada,2016A000011124,Unadjusted,To general governments,Dollars,81,millions,6,v62306022,1.2.24,767,,,,0
1961,Canada,2016A000011124,Unadjusted,Personal income tax,Dollars,81,millions,6,v62306023,1.2.25,594,,,,0
1961,Canada,2016A000011124,Unadjusted,Other current transfers,Dollars,81,millions,6,v62306024,1.2.26,173,,,,0
1961,Canada,2016A000011124,Unadjusted,Of which: contributions to social insurance plans,Dollars,81,millions,6,v62306025,1.2.27,109,,,,0
1961,Canada,2016A000011124,Unadjusted,To non-residents,Dollars,81,millions,6,v62306026,1.2.28,23,,,,0
1961,Canada,2016A000011124,Unadjusted,Equals: household disposable income,Dollars,81,millions,6,v62306027,1.2.29,6144,,,,0
1961,Canada,2016A000011124,Unadjusted,Household disposable income,Dollars,81,millions,6,v62306028,1.2.30,6144,,,,0
1961,Canada,2016A000011124,Unadjusted,Less: household final consumption expenditure,Dollars,81,millions,6,v62306029,1.2.31,6571,,,,0
1961,Canada,2016A000011124,Unadjusted,Plus: change in pension entitlements,Dollars,81,millions,6,v105775423,1.2.48,159,,,,0
1961,Canada,2016A000011124,Unadjusted,Equals: household net saving,Dollars,81,millions,6,v62306030,1.2.32,-268,,,,0
1961,Canada,2016A000011124,Unadjusted,Household saving rate,Percent,239,units,0,v62306031,1.2.33,-4.4,,,,1
1961,Canada,2016A000011124,Unadjusted,Household net saving,Dollars,81,millions,6,v62306032,1.2.34,-268,,,,0
1961,Canada,2016A000011124,Unadjusted,Plus: consumption of fixed capital at replacement cost,Dollars,81,millions,6,v62306033,1.2.35,377,,,,0
1961,Canada,2016A000011124,Unadjusted,Plus: net capital transfers received,Dollars,81,millions,6,v62306034,1.2.36,1,,,,0
1961,Canada,2016A000011124,Unadjusted,From non-profit institutions serving households,Dollars,81,millions,6,v62306035,1.2.37,0,,,,0
1961,Canada,2016A000011124,Unadjusted,From corporations,Dollars,81,millions,6,v62306036,1.2.38,0,,,,0
1961,Canada,2016A000011124,Unadjusted,From general governments,Dollars,81,millions,6,v62306037,1.2.39,1,,,,0
1961,Canada,2016A000011124,Unadjusted,From non-residents,Dollars,81,millions,6,v62306038,1.2.40,0,,,,0
1961,Canada,2016A000011124,Unadjusted,Equals: gross saving and capital transfers,Dollars,81,millions,6,v62306039,1.2.41,110,,,,0
1961,Canada,2016A000011124,Unadjusted,Less: non-financial capital acquisitions,Dollars,81,millions,6,v62306040,1.2.42,640,,,,0
1961,Canada,2016A000011124,Unadjusted,Fixed capital,Dollars,81,millions,6,v62306041,1.2.43,739,,,,0
1961,Canada,2016A000011124,Unadjusted,New assets,Dollars,81,millions,6,v62306042,1.2.44,646,,,,0
1961,Canada,2016A000011124,Unadjusted,Existing assets,Dollars,81,millions,6,v62306043,1.2.45,93,,,,0
1961,Canada,2016A000011124,Unadjusted,Inventories,Dollars,81,millions,6,v62306044,1.2.46,-99,,,,0
1961,Canada,2016A000011124,Unadjusted,Equals: net lending or net borrowing,Dollars,81,millions,6,v62306045,1.2.47,-530,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Compensation of employees,Dollars,81,millions,6,v62305952,1.1.1,21444,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Paid to residents by resident entities,Dollars,81,millions,6,v62305953,1.1.2,21408,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Paid to residents by non-resident entities,Dollars,81,millions,6,v62305954,1.1.3,36,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: net mixed income,Dollars,81,millions,6,v62305955,1.1.4,5240,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Non-farm,Dollars,81,millions,6,v62305956,1.1.5,2508,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Farm,Dollars,81,millions,6,v62305957,1.1.6,1056,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Rental income of households,Dollars,81,millions,6,v62305958,1.1.7,1676,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: net property income,Dollars,81,millions,6,v62305959,1.1.8,1376,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Property income received,Dollars,81,millions,6,v62305960,1.1.9,2480,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Less: property income paid,Dollars,81,millions,6,v62305961,1.1.10,1104,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Equals: primary household income,Dollars,81,millions,6,v62305962,1.1.11,28060,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Primary household income,Dollars,81,millions,6,v62305963,1.1.12,28060,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Plus: current transfers received,Dollars,81,millions,6,v62305964,1.1.13,3036,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From non-profit institutions serving households,Dollars,81,millions,6,v62305965,1.1.14,236,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From corporations,Dollars,81,millions,6,v62305966,1.1.15,468,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From general governments,Dollars,81,millions,6,v62305967,1.1.16,2260,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Employment insurance benefits,Dollars,81,millions,6,v62305968,1.1.17,488,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Social security benefits,Dollars,81,millions,6,v62305969,1.1.18,92,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Other benefits,Dollars,81,millions,6,v62305970,1.1.19,1680,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,From non-residents,Dollars,81,millions,6,v62305971,1.1.20,72,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,Less: current transfers paid,Dollars,81,millions,6,v62305972,1.1.21,5132,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,To non-profit institutions serving households,Dollars,81,millions,6,v62305973,1.1.22,900,,,,0
1961,Canada,2016A000011124,Seasonally adjusted at annual rates,To corporations,Dollars,81,millions,6,v62305974,1.1.23,1108,,,,0
